donor_id,acquisition_channel,cause,gender,age,socioeconomic_level,initial_amount,current_amount,amount_variance,amount_trend_monthly_pct,spontaneous_upgrade,optimal_upgrade_amount,elasticity_score,months_active,successful_payments,failed_payments,payment_success_rate,consecutive_failed_payments,recency_days,emails_sent,emails_opened,emails_clicked,email_open_rate,email_click_rate,last_email_open_days,last_non_transactional_interaction_days,rfm_recency,rfm_frequency,rfm_monetary,complaint_history,pause_requests,previous_upgrade_requests,upgrade_accepted,upgrade_acceptance_rate,months_since_last_upgrade_request,experiment_group,optimal_intervention_month,upgrade_response,churned,uplift_segment
DON-0265,referido,salud,M,47,medio_alto,29.13,42.16,0.39,0.0128,0,12.46,0.2955,35,33,2,0.9429,3,0,38,15,4,0.4004,0.1081,24,53,0,9.4,7.2975,2,0,2,1,0.5,3.0,1,12,0,1,sleeping_dog
DON-0266,evento,salud,F,47,medio,26.66,20.08,1.31,-0.0164,0,4.86,0.2418,15,14,1,0.9333,1,4,16,7,1,0.4712,0.1139,73,31,4,9.3,5.7111,0,0,1,0,0.0,15.0,0,8,0,1,persuadable
DON-0267,evento,salud,F,18,medio_alto,49.7,50.91,6.31,0.0081,0,19.79,0.3888,3,3,0,1.0,0,17,2,0,0,0.3875,0.0754,3,80,17,10.0,5.0352,0,0,0,0,,,1,6,0,0,persuadable
DON-0268,evento,educacion,M,55,medio_alto,45.21,34.17,0.46,-0.0163,0,12.44,0.3641,15,14,1,0.9333,0,1,17,3,1,0.1941,0.0866,26,60,1,9.3,6.2413,0,0,0,0,,,1,4,1,0,persuadable
DON-0269,online,infancia,M,45,medio,27.79,21.22,2.26,-0.0081,0,4.55,0.2146,29,27,2,0.931,1,3,28,5,0,0.2016,0.023,39,64,3,9.3,6.4239,0,0,2,0,0.0,29.0,0,8,0,1,persuadable
DON-0270,calle,salud,F,59,medio,24.01,21.22,0.78,-0.0129,0,5.9,0.2779,9,9,0,1.0,0,61,9,4,0,0.4793,0.0968,4,24,61,10.0,5.2574,1,0,1,0,0.0,7.0,1,7,1,0,persuadable
DON-0271,referido,infancia,F,47,medio,14.03,16.55,1.13,0.0359,1,4.24,0.256,5,5,0,1.0,0,90,5,1,0,0.2603,0.0089,21,80,90,10.0,4.4278,0,0,0,0,,,1,6,0,0,sure_thing
DON-0272,referido,medio_ambiente,F,56,medio,18.59,3.59,0.65,-0.0299,0,0.83,0.2303,27,25,2,0.9259,1,32,27,9,0,0.3619,0.0245,2,4,32,9.3,4.5843,0,0,0,0,,,0,7,0,0,persuadable
DON-0273,referido,medio_ambiente,F,48,bajo,5.47,8.92,0.13,0.018,0,1.98,0.2216,35,32,3,0.9143,1,14,29,8,5,0.2841,0.2048,24,26,14,9.1,5.7468,1,0,2,0,0.0,20.0,1,13,0,0,persuadable
DON-0274,telefono,salud,F,59,alto,58.28,61.94,3.48,0.0033,0,28.11,0.4538,19,18,1,0.9474,0,46,20,5,1,0.2802,0.0596,17,235,46,9.5,7.0715,0,1,3,1,0.3333,13.0,0,6,0,0,persuadable
DON-0275,online,emergencias,otro,48,medio_bajo,14.55,26.63,1.68,0.0519,1,6.41,0.2406,16,13,3,0.8125,0,2,16,4,0,0.2559,0.0373,9,133,2,8.1,6.057,0,0,2,1,0.5,9.0,0,6,0,0,sure_thing
DON-0276,online,salud,otro,40,bajo,3.64,6.68,0.07,0.0334,1,1.68,0.2515,25,24,1,0.96,0,57,21,5,1,0.2469,0.0555,57,3,57,9.6,5.124,0,0,1,0,0.0,20.0,1,6,1,0,persuadable
DON-0277,referido,educacion,M,71,medio_alto,49.41,14.47,1.53,-0.0272,0,5.96,0.4117,26,26,0,1.0,0,8,28,17,5,0.6172,0.1966,14,38,8,10.0,5.9328,1,0,3,2,0.6667,26.0,1,7,1,0,persuadable
DON-0278,evento,salud,F,53,medio,20.12,15.87,0.26,-0.0068,0,2.6,0.1639,31,29,2,0.9355,3,39,33,9,3,0.291,0.0999,36,17,39,9.4,6.2004,0,0,0,0,,,1,7,0,1,persuadable
DON-0279,evento,salud,M,49,medio_alto,25.9,33.1,0.26,0.0096,0,11.31,0.3416,29,25,4,0.8621,1,22,29,9,2,0.3263,0.0948,46,58,22,8.6,6.8679,0,0,0,0,,,0,10,0,0,persuadable
DON-0280,referido,infancia,M,25,medio,28.49,23.63,2.14,-0.0068,0,5.41,0.229,25,23,2,0.92,0,64,20,1,0,0.0536,0.0046,5,59,64,9.2,6.3831,0,0,1,1,1.0,13.0,1,5,1,0,persuadable
DON-0281,referido,infancia,F,25,medio,27.04,60.28,0.3,0.0372,1,15.59,0.2587,33,32,1,0.9697,0,40,31,9,1,0.3109,0.0507,3,0,40,9.7,7.596,2,0,2,1,0.5,30.0,1,8,1,0,sure_thing
DON-0282,online,medio_ambiente,M,45,medio_bajo,10.24,13.18,0.81,0.0151,0,3.3,0.25,19,19,0,1.0,1,43,15,7,3,0.5005,0.2245,0,84,43,10.0,5.5271,0,2,1,1,1.0,6.0,1,7,0,1,persuadable
DON-0283,online,medio_ambiente,F,43,medio,14.58,14.89,0.41,0.0042,0,3.93,0.264,5,5,0,1.0,0,19,4,1,0,0.3404,0.1017,10,11,19,10.0,4.3235,0,0,0,0,,,1,5,1,0,persuadable
DON-0284,calle,infancia,M,34,medio,12.43,15.86,3.3,0.0394,1,4.5,0.2838,7,7,0,1.0,0,35,8,4,0,0.5375,0.0147,50,152,35,10.0,4.7187,0,0,0,0,,,1,4,1,0,persuadable
DON-0285,evento,infancia,F,43,medio_alto,37.72,21.48,0.41,-0.0253,0,7.7,0.3585,17,15,2,0.8824,0,28,13,2,0,0.1792,0.0396,44,106,28,8.8,5.9031,1,0,1,1,1.0,7.0,1,10,0,0,persuadable
DON-0286,calle,infancia,F,62,medio,15.11,15.36,0.07,0.002,0,3.69,0.2405,8,6,2,0.75,1,3,7,4,0,0.6053,0.1264,61,9,3,7.5,4.8193,1,0,1,0,0.0,3.0,1,13,1,0,persuadable
DON-0287,online,emergencias,F,51,alto,126.0,152.37,0.49,0.0174,0,62.69,0.4114,12,12,0,1.0,1,20,13,1,0,0.1144,0.0345,42,45,20,10.0,7.5118,0,1,3,2,0.6667,1.0,1,9,1,0,persuadable
DON-0288,online,medio_ambiente,M,27,bajo,7.83,9.36,0.71,0.0058,0,2.36,0.2524,34,31,3,0.9118,0,3,27,7,2,0.2948,0.0978,0,15,3,9.1,5.7659,0,0,1,0,0.0,12.0,0,6,0,0,persuadable
DON-0289,calle,medio_ambiente,M,40,medio,21.5,1.0,0.62,-0.0831,0,0.25,0.2535,25,20,5,0.8,1,40,20,13,0,0.6952,0.0201,14,4,40,8.0,3.2581,0,0,2,1,0.5,23.0,1,8,1,0,persuadable
DON-0290,evento,infancia,F,31,medio,27.8,38.45,0.0,0.0202,1,7.42,0.1931,19,15,4,0.7895,2,1,19,7,2,0.3993,0.1108,0,93,1,7.9,6.5952,0,0,3,2,0.6667,5.0,0,8,0,0,sure_thing
DON-0291,calle,salud,M,36,alto,147.63,229.09,15.34,0.0251,1,99.33,0.4336,22,17,5,0.7727,0,86,24,5,0,0.2176,0.0144,1,8,86,7.7,8.5254,0,2,2,1,0.5,11.0,1,5,0,0,sure_thing
DON-0292,calle,infancia,otro,36,bajo,5.38,3.52,0.56,-0.0204,0,0.95,0.2711,17,14,3,0.8235,0,10,18,9,1,0.5518,0.0684,19,24,10,8.2,4.1082,0,0,3,2,0.6667,12.0,1,6,0,0,persuadable
DON-0293,referido,infancia,F,35,medio,27.09,1.0,2.22,-0.0555,0,0.26,0.2622,24,22,2,0.9167,1,3,26,17,7,0.6884,0.2995,13,116,3,9.2,3.2189,1,0,0,0,,,1,10,0,0,persuadable
DON-0294,online,salud,M,25,medio_alto,41.5,38.07,0.59,-0.0103,0,14.87,0.3906,8,8,0,1.0,0,54,7,2,0,0.4063,0.1212,24,3,54,10.0,5.7221,0,0,2,0,0.0,7.0,0,5,0,0,persuadable
DON-0295,calle,infancia,M,40,medio_bajo,13.69,14.01,0.32,0.0039,0,3.55,0.2537,6,5,1,0.8333,0,0,6,2,0,0.3708,0.1279,2,35,0,8.3,4.4434,0,0,2,2,1.0,1.0,1,6,1,0,persuadable
DON-0296,online,infancia,M,34,medio_alto,35.21,41.09,2.41,0.0067,0,14.9,0.3627,25,23,2,0.92,0,12,20,3,1,0.1913,0.067,26,38,12,9.2,6.9356,0,0,1,0,0.0,21.0,1,6,0,0,persuadable
DON-0297,referido,infancia,F,18,bajo,3.64,1.0,0.12,-0.049,0,0.28,0.2758,21,20,1,0.9524,0,29,19,9,4,0.4964,0.2189,2,64,29,9.5,3.091,0,0,0,0,,,1,3,1,0,persuadable
DON-0298,calle,infancia,M,68,medio_alto,54.94,84.12,0.46,0.0161,0,30.25,0.3596,33,31,2,0.9394,0,7,30,4,0,0.1447,0.0254,16,78,7,9.4,7.9291,0,0,3,3,1.0,1.0,0,6,0,0,persuadable
DON-0299,evento,infancia,M,56,alto,138.11,166.33,1.92,0.0409,1,72.99,0.4388,5,5,0,1.0,0,15,4,0,0,0.0883,0.0154,13,24,15,10.0,6.7246,0,0,0,0,,,1,6,1,0,persuadable
DON-0300,calle,medio_ambiente,M,37,medio_alto,56.12,121.28,10.09,0.0387,1,46.26,0.3814,30,25,5,0.8333,0,24,28,12,2,0.4474,0.0894,7,61,24,8.3,8.1996,0,2,0,0,,,1,4,1,0,sure_thing
DON-0301,calle,educacion,F,42,medio,28.76,35.47,0.24,0.0467,1,8.36,0.2357,5,4,1,0.8,0,60,5,1,0,0.2166,0.0568,11,108,60,8.0,5.1837,0,0,0,0,,,1,7,0,0,sure_thing
DON-0302,online,salud,M,26,bajo,3.27,1.89,0.21,-0.0264,0,0.42,0.2228,16,15,1,0.9375,1,2,16,4,0,0.2776,0.0123,0,97,2,9.4,3.4417,0,1,2,0,0.0,1.0,0,9,0,1,persuadable
DON-0303,online,salud,M,64,alto,125.15,216.19,4.07,0.0364,1,97.5,0.451,20,20,0,1.0,0,3,18,3,0,0.2099,0.0145,11,31,3,10.0,8.3721,0,0,2,0,0.0,15.0,0,4,0,0,sure_thing
DON-0304,evento,infancia,F,66,medio,17.5,8.36,1.21,-0.018,0,2.11,0.2527,29,25,4,0.8621,1,14,31,19,5,0.6371,0.1812,2,42,14,8.6,5.4949,0,0,1,1,1.0,5.0,1,9,1,0,persuadable
DON-0305,evento,emergencias,F,44,bajo,6.13,8.61,0.33,0.0337,1,2.23,0.2593,12,12,0,1.0,0,10,13,3,0,0.293,0.0304,76,50,10,10.0,4.6475,1,0,3,1,0.3333,7.0,1,9,0,0,sure_thing
DON-0306,telefono,medio_ambiente,F,55,medio_alto,52.78,41.9,1.53,-0.0121,0,17.31,0.4132,17,14,3,0.8235,0,10,15,11,6,0.7734,0.4506,2,76,10,8.2,6.5699,0,2,1,1,1.0,17.0,1,6,1,0,persuadable
DON-0307,online,infancia,M,44,medio,15.61,22.35,0.34,0.0206,1,5.99,0.2681,21,20,1,0.9524,0,7,19,7,2,0.4193,0.1218,91,31,7,9.5,6.1535,0,2,2,1,0.5,20.0,0,3,0,0,sure_thing
DON-0308,online,salud,M,24,medio_bajo,10.57,17.09,0.74,0.0561,1,4.13,0.2416,11,9,2,0.8182,0,16,10,2,0,0.261,0.0373,20,5,16,8.2,5.2417,0,1,0,0,,,0,6,0,0,sure_thing
DON-0309,referido,infancia,F,36,medio_bajo,12.09,14.85,0.24,0.038,1,3.7,0.2493,6,6,0,1.0,0,42,5,0,0,0.1931,0.0317,21,21,42,10.0,4.5009,0,0,3,2,0.6667,5.0,1,5,0,0,sure_thing
DON-0310,calle,medio_ambiente,M,43,bajo,3.67,2.57,0.28,-0.0177,0,0.64,0.2489,17,15,2,0.8824,0,3,18,5,0,0.2831,0.0348,46,57,3,8.8,3.7997,0,1,1,1,1.0,15.0,1,5,0,0,persuadable
DON-0311,online,salud,F,36,medio,26.28,19.93,1.5,-0.0242,0,5.19,0.2603,10,9,1,0.9,0,4,8,3,0,0.3826,0.1021,35,43,4,9.0,5.2998,0,0,2,1,0.5,7.0,0,5,0,0,persuadable
DON-0312,calle,educacion,F,39,medio,22.12,24.33,0.95,0.0333,1,5.49,0.2256,3,3,0,1.0,1,22,2,0,0,0.2559,0.1234,8,63,22,10.0,4.3039,0,0,0,0,,,0,9,0,0,sure_thing
DON-0313,calle,medio_ambiente,M,40,medio,28.99,41.93,0.67,0.0496,1,10.76,0.2566,9,9,0,1.0,0,1,7,1,0,0.2663,0.094,0,31,1,10.0,5.9359,0,0,1,1,1.0,8.0,0,5,0,0,sure_thing
DON-0314,telefono,educacion,F,40,medio_alto,36.88,64.74,0.42,0.0229,1,18.78,0.2901,33,28,5,0.8485,3,22,37,15,7,0.4224,0.2028,45,8,22,8.5,7.6674,0,0,0,0,,,1,8,0,1,sure_thing
DON-0315,referido,emergencias,otro,42,medio_alto,28.79,25.72,1.78,-0.0053,0,9.37,0.3643,20,17,3,0.85,1,7,16,9,1,0.5627,0.1106,4,5,7,8.5,6.2449,2,1,3,1,0.3333,7.0,1,12,0,0,persuadable
DON-0316,evento,infancia,M,28,medio,20.13,23.3,0.1,0.0113,0,5.9,0.2533,14,13,1,0.9286,1,8,14,8,3,0.5905,0.2789,27,29,8,9.3,5.7906,0,1,0,0,,,0,6,0,0,persuadable
DON-0317,online,infancia,F,32,bajo,3.43,5.95,0.6,0.023,1,1.67,0.2804,32,30,2,0.9375,0,10,26,14,3,0.5541,0.1302,85,10,10,9.4,5.2544,0,0,2,0,0.0,4.0,1,5,1,0,persuadable
DON-0318,calle,medio_ambiente,M,25,medio_alto,58.93,74.01,11.35,0.0073,0,26.49,0.358,35,27,8,0.7714,0,8,39,10,1,0.2625,0.0267,23,181,8,7.7,7.8599,0,0,3,1,0.3333,18.0,0,5,0,0,persuadable
DON-0319,calle,medio_ambiente,M,54,medio,10.77,9.06,0.08,-0.0176,0,1.87,0.2059,9,7,2,0.7778,2,36,10,5,0,0.5363,0.0891,10,9,36,7.8,4.4133,1,0,0,0,,,0,12,0,0,persuadable
DON-0320,calle,medio_ambiente,M,18,medio,25.07,56.59,0.14,0.0419,1,14.65,0.2589,30,26,4,0.8667,0,58,29,11,3,0.3952,0.1165,5,37,58,8.7,7.4376,0,0,1,1,1.0,19.0,1,7,0,0,sure_thing
DON-0321,online,emergencias,F,56,medio,20.5,27.3,0.55,0.0663,1,7.24,0.2652,5,5,0,1.0,0,15,5,1,0,0.3519,0.0547,0,0,15,10.0,4.9236,0,0,0,0,,,1,6,1,0,persuadable
DON-0322,evento,educacion,otro,60,medio,17.37,24.71,2.88,0.0528,1,4.61,0.1867,8,6,2,0.75,1,17,8,0,0,0.067,0.0145,29,13,17,7.5,5.2917,0,0,2,1,0.5,2.0,1,8,1,1,sure_thing
DON-0323,evento,salud,F,38,alto,59.88,1.0,1.53,-0.0551,0,0.44,0.4369,33,26,7,0.7879,0,1,36,8,5,0.2388,0.1641,24,13,1,7.9,3.5264,0,0,1,0,0.0,16.0,0,6,0,0,persuadable
DON-0324,calle,medio_ambiente,M,18,medio_bajo,11.22,19.74,0.25,0.0447,1,4.58,0.2321,17,12,5,0.7059,0,24,18,4,1,0.2561,0.0612,18,60,24,7.1,5.8188,0,0,0,0,,,0,6,0,0,sure_thing
DON-0325,telefono,educacion,F,37,medio_alto,45.48,56.67,2.77,0.0273,1,20.74,0.366,9,7,2,0.7778,0,17,7,2,0,0.3375,0.0992,6,30,17,7.8,6.2364,0,0,3,3,1.0,9.0,1,6,1,0,persuadable
DON-0326,evento,emergencias,M,41,bajo,4.4,3.03,0.04,-0.0097,0,0.45,0.1494,32,29,3,0.9062,3,1,31,5,2,0.1694,0.0829,8,0,1,9.1,4.5846,0,0,0,0,,,1,9,0,0,persuadable
DON-0327,evento,educacion,F,28,alto,186.53,1.0,4.21,-0.0489,0,0.38,0.3835,29,28,1,0.9655,3,4,34,15,3,0.4623,0.1092,95,21,4,9.7,3.4012,0,0,3,1,0.3333,14.0,1,7,1,1,persuadable
DON-0328,evento,infancia,M,35,medio_bajo,8.04,9.05,0.14,0.0066,0,1.9,0.2096,19,18,1,0.9474,1,4,17,2,0,0.1376,0.0482,0,46,4,9.5,5.153,0,1,3,1,0.3333,19.0,1,7,0,1,persuadable
DON-0329,online,salud,M,61,bajo,5.25,7.45,0.24,0.0209,1,1.69,0.2267,20,17,3,0.85,2,3,23,15,4,0.6874,0.1742,13,45,3,8.5,5.0106,0,0,0,0,,,0,9,0,0,sure_thing
DON-0330,calle,infancia,M,50,medio,20.88,9.25,0.19,-0.0232,0,2.35,0.2545,24,19,5,0.7917,0,21,24,9,2,0.4119,0.1142,1,2,21,7.9,5.4072,0,2,2,1,0.5,22.0,1,4,0,0,persuadable
DON-0331,online,infancia,F,29,medio,12.0,27.78,0.48,0.047,1,6.62,0.2384,28,27,1,0.9643,0,52,27,3,1,0.1124,0.0478,6,118,52,9.6,6.6578,0,0,3,2,0.6667,4.0,1,6,1,0,persuadable
DON-0332,referido,infancia,M,21,medio_bajo,14.32,33.52,1.4,0.0462,1,8.61,0.2569,29,27,2,0.931,0,28,30,9,2,0.3243,0.0975,81,12,28,9.3,6.8805,0,0,2,1,0.5,13.0,1,4,1,0,persuadable
DON-0333,calle,salud,F,37,medio,17.49,28.42,0.63,0.024,1,7.93,0.2791,26,24,2,0.9231,0,12,29,16,2,0.5527,0.0913,4,99,12,9.2,6.6065,0,2,3,2,0.6667,8.0,0,4,0,0,sure_thing
DON-0334,calle,salud,M,39,medio,11.62,8.0,0.67,-0.0312,0,1.93,0.2412,10,9,1,0.9,0,10,9,1,0,0.1923,0.0841,27,10,10,9.0,4.3944,0,0,3,1,0.3333,3.0,1,7,1,0,persuadable
DON-0335,calle,infancia,M,48,bajo,4.94,5.18,0.02,0.0021,0,1.46,0.2818,23,19,4,0.8261,0,9,18,11,1,0.6573,0.1072,12,37,9,8.3,4.7887,1,0,0,0,,,1,8,1,0,persuadable
DON-0336,calle,medio_ambiente,F,35,medio,22.0,43.63,0.66,0.0317,1,11.02,0.2525,31,28,3,0.9032,0,18,33,9,2,0.3021,0.0666,30,23,18,9.0,7.2105,0,0,3,1,0.3333,30.0,0,6,0,0,sure_thing
DON-0337,referido,medio_ambiente,F,48,medio_alto,42.98,72.37,0.21,0.0297,1,29.75,0.411,23,23,0,1.0,0,8,27,16,2,0.6102,0.0748,57,39,8,10.0,7.4179,0,0,1,1,1.0,5.0,1,5,1,0,persuadable
DON-0338,evento,medio_ambiente,F,67,medio_alto,49.31,46.61,2.26,-0.011,0,17.29,0.3709,5,5,0,1.0,0,5,5,1,0,0.209,0.0422,10,30,5,10.0,5.4555,0,0,0,0,,,1,5,0,0,persuadable
DON-0339,online,infancia,M,52,medio_alto,26.94,21.1,0.44,-0.0066,0,7.35,0.3485,33,32,1,0.9697,1,18,28,8,1,0.3089,0.0482,2,0,18,9.7,6.5472,0,2,1,0,0.0,24.0,0,9,0,1,persuadable
DON-0340,calle,medio_ambiente,M,41,medio_alto,34.96,23.05,0.59,-0.0117,0,8.76,0.3801,29,22,7,0.7586,0,9,26,12,3,0.494,0.1238,6,19,9,7.6,6.5065,0,0,1,1,1.0,29.0,0,4,0,0,persuadable
DON-0341,online,educacion,M,39,medio,26.38,27.54,0.11,0.0015,0,7.31,0.2654,29,28,1,0.9655,0,0,33,12,3,0.3819,0.0914,17,0,0,9.7,6.6842,1,0,3,3,1.0,4.0,1,10,1,0,persuadable
DON-0342,online,infancia,F,37,bajo,3.4,3.23,0.06,-0.0046,0,0.76,0.2363,11,9,2,0.8182,0,0,8,1,0,0.2088,0.1198,21,51,0,8.2,3.5981,0,0,2,0,0.0,9.0,0,5,0,0,persuadable
DON-0343,calle,infancia,F,57,medio_bajo,13.55,8.78,0.48,-0.0101,0,2.01,0.2288,35,32,3,0.9143,1,6,35,12,7,0.357,0.2271,85,86,6,9.1,5.7311,0,0,0,0,,,0,8,0,0,persuadable
DON-0344,online,medio_ambiente,F,33,medio_alto,28.22,34.02,1.24,0.0059,0,13.57,0.3988,35,34,1,0.9714,0,14,30,15,3,0.5104,0.1074,0,21,14,9.7,7.0831,1,0,2,1,0.5,14.0,0,9,0,0,persuadable
DON-0345,online,emergencias,F,42,alto,175.17,230.1,0.6,0.0112,0,109.72,0.4768,28,26,2,0.9286,0,8,25,13,5,0.5254,0.2161,42,33,8,9.3,8.7709,0,0,0,0,,,0,3,0,0,persuadable
DON-0346,evento,salud,M,42,medio,17.22,39.23,0.91,0.0426,1,9.8,0.2497,30,26,4,0.8667,0,0,27,8,4,0.3041,0.1802,2,3,0,8.7,7.0715,0,0,1,1,1.0,6.0,1,7,0,0,sure_thing
DON-0347,evento,salud,F,35,bajo,6.06,1.0,0.2,-0.0434,0,0.26,0.2638,33,30,3,0.9091,0,5,29,11,2,0.4105,0.0851,2,21,5,9.1,3.5264,0,0,3,1,0.3333,15.0,1,5,1,0,persuadable
DON-0348,calle,medio_ambiente,F,24,medio_bajo,6.53,7.44,0.25,0.0466,1,2.0,0.2686,3,3,0,1.0,0,2,3,1,0,0.3861,0.1517,31,6,2,10.0,3.1493,0,1,0,0,,,0,5,0,0,sure_thing
DON-0349,online,salud,F,46,medio,11.32,8.23,1.01,-0.0124,0,2.24,0.2718,22,22,0,1.0,0,59,20,8,1,0.4185,0.0753,71,3,59,10.0,5.2043,0,0,3,2,0.6667,4.0,1,5,0,0,persuadable
DON-0350,evento,infancia,M,41,medio,14.32,27.51,0.3,0.0658,1,7.51,0.2729,14,12,2,0.8571,0,7,13,7,1,0.5433,0.1496,10,8,7,8.6,5.9562,0,0,2,2,1.0,4.0,1,6,1,0,persuadable
DON-0351,online,salud,M,48,bajo,3.64,5.73,0.03,0.0302,1,1.44,0.251,19,19,0,1.0,1,0,18,9,3,0.5102,0.2056,9,92,0,10.0,4.6993,0,0,3,1,0.3333,15.0,1,7,0,0,sure_thing
DON-0352,referido,emergencias,M,35,alto,96.86,140.36,3.89,0.0264,1,64.77,0.4615,17,16,1,0.9412,0,21,19,6,1,0.3618,0.0701,28,181,21,9.4,7.7778,0,0,3,2,0.6667,11.0,0,6,0,0,sure_thing
DON-0353,evento,salud,M,57,medio,20.29,25.32,2.94,0.0069,0,5.99,0.2367,36,32,4,0.8889,1,5,38,17,1,0.4555,0.0415,44,95,5,8.9,6.8162,0,0,2,0,0.0,15.0,1,8,1,0,persuadable
DON-0354,calle,educacion,M,30,alto,138.31,317.29,5.05,0.0719,1,141.56,0.4461,18,18,0,1.0,0,16,14,2,0,0.1614,0.0031,60,157,16,10.0,8.6504,0,0,2,0,0.0,3.0,0,6,0,0,sure_thing
DON-0355,calle,educacion,M,64,medio_alto,52.65,55.52,4.69,0.0091,0,22.2,0.3999,6,6,0,1.0,0,3,4,1,0,0.499,0.0221,8,59,3,10.0,5.8115,0,2,3,1,0.3333,2.0,0,3,0,1,persuadable
DON-0356,evento,infancia,F,19,medio_alto,47.97,74.52,3.39,0.0554,1,30.83,0.4137,10,10,0,1.0,0,82,10,6,2,0.637,0.2893,40,7,82,10.0,6.615,0,0,3,1,0.3333,4.0,0,3,0,0,sure_thing
DON-0357,calle,emergencias,M,47,medio,22.18,16.4,0.81,-0.0072,0,3.31,0.2019,36,26,10,0.7222,2,70,41,22,10,0.5414,0.2515,11,37,70,7.2,6.3825,0,0,1,1,1.0,25.0,0,7,0,1,persuadable
DON-0358,evento,infancia,M,48,medio,18.24,33.75,0.95,0.0315,1,8.1,0.2401,27,25,2,0.9259,0,21,25,4,0,0.1606,0.0379,23,59,21,9.3,6.8159,0,0,3,2,0.6667,2.0,1,5,1,0,persuadable
DON-0359,telefono,salud,M,31,medio,19.48,41.65,0.51,0.0669,1,10.67,0.2562,17,12,5,0.7059,0,24,15,7,2,0.4974,0.1853,6,32,24,7.1,6.5639,0,0,2,0,0.0,6.0,0,5,0,0,sure_thing
DON-0360,evento,infancia,F,47,medio,18.29,9.82,0.69,-0.0154,0,2.71,0.2756,30,28,2,0.9333,0,11,32,16,2,0.5098,0.0882,4,36,11,9.3,5.689,0,1,0,0,,,1,4,1,0,persuadable
DON-0361,online,infancia,F,58,medio,26.84,34.14,0.95,0.0247,1,8.76,0.2565,11,10,1,0.9091,0,65,11,3,1,0.3373,0.1419,82,39,65,9.1,5.931,0,0,3,3,1.0,8.0,0,5,0,0,sure_thing
DON-0362,evento,medio_ambiente,F,18,alto,84.5,80.72,5.22,-0.0112,0,37.04,0.4589,4,4,0,1.0,0,11,4,1,0,0.289,0.0846,23,28,11,10.0,5.7804,0,2,0,0,,,1,5,1,1,persuadable
DON-0363,online,infancia,M,48,medio_alto,25.2,36.16,0.66,0.0229,1,13.66,0.3777,19,18,1,0.9474,0,5,16,5,3,0.3191,0.194,0,15,5,9.5,6.5338,0,0,3,3,1.0,6.0,0,5,0,0,sure_thing
DON-0364,online,medio_ambiente,otro,18,medio_alto,47.8,86.13,0.25,0.0668,1,29.96,0.3478,12,11,1,0.9167,1,2,10,3,0,0.3446,0.0853,47,45,2,9.2,6.9417,0,1,3,1,0.3333,4.0,1,9,1,0,sure_thing
DON-0365,telefono,salud,M,29,medio_alto,32.09,25.74,2.49,-0.018,0,8.3,0.3223,11,8,3,0.7273,1,4,10,2,0,0.2416,0.0946,35,2,4,7.3,5.6495,0,0,1,0,0.0,8.0,0,8,0,0,persuadable
DON-0366,online,infancia,M,63,medio_bajo,13.9,20.63,0.8,0.0147,0,5.45,0.2642,33,30,3,0.9091,0,16,29,12,1,0.4143,0.0682,11,8,16,9.1,6.5247,0,1,3,1,0.3333,6.0,0,4,0,0,persuadable
DON-0367,telefono,infancia,M,34,bajo,7.3,6.86,1.09,-0.015,0,1.75,0.2551,4,3,1,0.75,0,5,4,1,0,0.451,0.0254,18,116,5,7.5,3.3478,0,0,0,0,,,0,6,0,0,persuadable
DON-0368,telefono,salud,M,26,medio,11.53,13.37,0.32,0.0061,0,3.49,0.2611,26,24,2,0.9231,0,21,20,7,2,0.3721,0.1187,17,30,21,9.2,5.854,0,0,3,0,0.0,9.0,1,6,1,0,persuadable
DON-0369,calle,medio_ambiente,M,39,medio,12.13,19.42,0.05,0.0286,1,4.05,0.2084,21,19,2,0.9048,1,9,22,3,1,0.1601,0.0693,9,77,9,9.0,6.0133,0,0,0,0,,,0,8,0,0,sure_thing
DON-0370,calle,educacion,F,68,medio_alto,42.33,43.18,0.27,0.0011,0,16.64,0.3854,19,17,2,0.8947,0,43,19,8,0,0.4387,0.0397,118,58,43,8.9,6.711,0,0,3,2,0.6667,13.0,1,4,1,0,persuadable
DON-0371,calle,salud,F,18,medio,22.18,37.41,1.65,0.0572,1,9.91,0.2649,12,9,3,0.75,0,16,11,6,2,0.5487,0.2655,23,17,16,7.5,6.1091,0,0,2,1,0.5,8.0,0,5,0,0,sure_thing
DON-0372,calle,educacion,M,28,medio,15.5,26.89,0.05,0.0245,1,6.02,0.2238,30,27,3,0.9,1,19,34,10,2,0.3177,0.086,68,73,19,9.0,6.6942,0,1,3,2,0.6667,14.0,1,8,1,0,sure_thing
DON-0373,calle,salud,F,61,medio,24.34,2.65,2.9,-0.0297,0,0.78,0.2939,30,24,6,0.8,0,16,32,25,4,0.7987,0.1534,26,4,16,8.0,4.3883,0,0,0,0,,,1,4,0,0,persuadable
DON-0374,evento,medio_ambiente,M,66,bajo,5.97,6.32,0.1,0.0196,0,1.64,0.26,3,3,0,1.0,0,43,3,0,0,0.2996,0.0656,35,93,43,10.0,2.9937,0,0,0,0,,,0,5,0,0,persuadable
DON-0375,calle,salud,M,40,medio,16.5,20.94,1.89,0.0538,1,4.29,0.205,5,4,1,0.8,1,1,4,0,0,0.2099,0.0752,0,51,1,8.0,4.6606,0,0,0,0,,,0,8,0,0,sure_thing
